Date,Open,High,Low,Close,Adj Close,Volume,SMA,RSI,Bollinger MA,Bollinger Up,Bollinger Down,MACD,MACDsig,MACDhist,new_indicator,sma_new_indicator,Prediction
8/6/2021,2129.949951,2146.949951,2078.75,2089.050049,2075.447998,7670583,2084.997504,46.19522847,2084.997504,2136.935861,2033.059147,-6.543302703,-11.54218028,4.998877581,0.119541685,0.104292974,L
8/9/2021,2081,2089.800049,2066.5,2077.149902,2063.625488,3458546,2085.295001,46.42973091,2085.295001,2136.96808,2033.621922,-6.950558873,-10.623856,3.673297129,0.116453587,0.10549294,L
8/10/2021,2082,2113,2073.75,2088.050049,2074.45459,5500708,2085.492499,49.07571144,2085.492499,2137.176541,2033.808456,-6.320898175,-9.763264437,3.442366262,0.115915606,0.107122831,L
8/11/2021,2096.949951,2120,2083.399902,2117.300049,2103.513916,4238859,2086.372504,49.45757811,2086.372504,2139.649874,2033.095133,-3.422207906,-8.49505313,5.072845225,0.119714001,0.109635777,L
8/12/2021,2124.899902,2126.199951,2105,2110.5,2096.758301,3755507,2087.597504,50.78637712,2087.597504,2141.954523,2033.240485,-1.654608807,-7.126964266,5.472355459,0.120644708,0.112229024,L
8/13/2021,2117.300049,2149.899902,2108.949951,2145.649902,2131.679199,5898384,2090.762494,61.04329857,2090.762494,2150.897358,2030.62763,2.553099009,-5.190951611,7.74405062,0.125936893,0.115516225,L
8/16/2021,2149.350098,2203,2128.149902,2173.5,2159.348145,10123204,2093.817499,68.66140298,2093.817499,2163.956631,2023.678366,8.042301281,-2.544301032,10.58660231,0.132558956,0.118909689,L
8/17/2021,2168.850098,2185.199951,2147.850098,2164.25,2150.158447,5841743,2097.082501,70.5273267,2097.082501,2173.981349,2020.183654,11.51341644,0.267242462,11.24617398,0.134095507,0.12180252,L
8/18/2021,2174,2186.800049,2152.600098,2172.649902,2158.503418,4650008,2101.024994,69.79440703,2101.024994,2184.976857,2017.07313,14.77182173,3.168158315,11.60366341,0.134928322,0.124085231,L
8/20/2021,2143,2172,2137,2148.25,2134.262451,4350228,2102.402496,68.33305195,2102.402496,2188.588031,2016.216962,15.20993259,5.576513171,9.633419422,0.130338403,0.125012767,L
8/23/2021,2174,2174,2132.300049,2162.350098,2148.270752,4547802,2105.235004,65.7659302,2105.235004,2195.503754,2014.966253,16.50464342,7.762139221,8.742504201,0.12826291,0.125884889,L
8/24/2021,2165.050049,2192,2155.600098,2183.699951,2169.481689,5475452,2110.577496,66.4834109,2110.577496,2206.258243,2014.896749,19.03405307,10.01652199,9.017531083,0.128903618,0.127129892,L
8/25/2021,2185.399902,2220,2180.100098,2202.600098,2188.258545,6175126,2117.957501,66.81408949,2117.957501,2218.246911,2017.668092,22.30657603,12.4745328,9.832043233,0.130801121,0.128618444,L
8/26/2021,2208,2244.899902,2205,2230.449951,2215.927246,8579105,2127.6125,66.51217556,2127.6125,2232.310497,2022.914503,26.83795322,15.34721688,11.49073634,0.134665245,0.130113568,L
8/27/2021,2237,2242.75,2216.050049,2227.399902,2212.896973,4836812,2136.319995,77.76435308,2136.319995,2243.905232,2028.734758,29.83902314,18.24557814,11.59344501,0.134904517,0.131539549,L
8/30/2021,2250,2275.850098,2236.800049,2270.25,2255.468018,6473487,2148.067493,84.46983764,2148.067493,2260.412275,2035.722711,35.26848434,21.65015938,13.61832496,0.139621716,0.132908031,L
8/31/2021,2276.899902,2283.75,2242.25,2258.149902,2243.446777,12223037,2157.349988,80.23459356,2157.349988,2274.001343,2040.698632,38.15516567,24.95116063,13.20400503,0.138656508,0.133517787,L
9/1/2021,2273,2292.899902,2263,2267.100098,2252.338623,5143640,2166.317493,78.69730046,2166.317493,2287.910788,2044.724198,40.69596963,28.10012243,12.5958472,0.137239732,0.133832209,L
9/2/2021,2255,2307.800049,2255,2294.399902,2279.460938,4595048,2175.849988,82.66428099,2175.849988,2306.356255,2045.34372,44.40061842,31.36022163,13.04039679,0.138275364,0.134166913,L
9/3/2021,2310,2395,2302.5,2388.5,2372.948242,14151629,2188.562488,85.66602411,2188.562488,2348.271943,2028.853032,54.3036916,35.94891562,18.35477597,0.150655844,0.136198657,L
9/6/2021,2413,2480,2412,2425.600098,2409.806641,15525644,2205.38999,86.04517539,2205.38999,2389.940414,2020.839566,64.40321611,41.63977572,22.76344039,0.160926354,0.139465002,L
9/7/2021,2430,2458,2412,2440.899902,2425.006836,8006968,2223.57749,88.88262853,2223.57749,2425.767227,2021.387754,72.80250638,47.87232185,24.93018453,0.165974043,0.143172044,L
9/8/2021,2452,2454,2406.649902,2431.350098,2415.519287,6600210,2240.742493,86.24268241,2240.742493,2452.547914,2028.937071,77.79168099,53.85619368,23.93548731,0.163656777,0.14645761,L
9/9/2021,2427.899902,2437.850098,2416.100098,2425.600098,2409.806641,4136538,2256.157495,90.99779719,2256.157495,2474.897499,2037.417491,80.35537414,59.15602977,21.19934437,0.157282606,0.148719346,L
9/13/2021,2433,2433,2368.050049,2371.550049,2356.108643,7527598,2269.209998,77.65732127,2269.209998,2482.438873,2055.981122,77.13655006,62.75213383,14.38441623,0.141406417,0.149369536,S
9/14/2021,2375,2394,2366,2368.449951,2353.028564,4111205,2280.35,75.66327259,2280.35,2489.642345,2071.057655,73.48832907,64.89937288,8.58895619,0.127905201,0.148197885,S
9/15/2021,2368.5,2395.75,2368.5,2378.300049,2362.814697,4186300,2290.590002,75.03560521,2290.590002,2497.901486,2083.278519,70.57832524,66.03516335,4.543161888,0.118480041,0.146180238,S
9/16/2021,2381.550049,2436.75,2367,2428.199951,2412.389404,6206657,2303.7875,76.5115828,2303.7875,2510.840489,2096.734511,71.47471527,67.12307373,4.351641537,0.118033871,0.144259652,S
9/17/2021,2446,2455.850098,2375.600098,2390.550049,2374.984863,16098099,2314.682507,70.01596459,2314.682507,2515.5195,2113.845515,68.3590775,67.37027449,0.988803012,0.110199738,0.141452089,S
9/20/2021,2372.100098,2418.350098,2370,2394.350098,2378.760254,5436385,2326.987512,66.8385479,2326.987512,2514.611153,2139.363871,65.44216774,66.98465314,-1.542485397,0.104302799,0.136816785,S
9/21/2021,2405,2416.600098,2384,2404.699951,2389.04248,4576111,2339.105005,69.97957013,2339.105005,2512.740781,2165.469229,63.23668919,66.23506035,-2.998371156,0.10091114,0.130815263,S
9/22/2021,2408,2442,2398.25,2430.5,2414.674561,5074612,2351.445007,71.29823631,2351.445007,2513.254752,2189.635263,62.84622769,65.55729382,-2.711066123,0.101580451,0.124375904,S
9/23/2021,2447.399902,2497,2445.5,2489.899902,2473.687744,7267883,2365.809998,73.5145704,2365.809998,2522.924948,2208.695047,66.56256796,65.75834865,0.804219314,0.109769728,0.118987199,S
9/24/2021,2503.550049,2505.449951,2472,2482.699951,2466.534668,7011181,2378.422498,64.32482928,2378.422498,2530.19357,2226.651426,68.14132771,66.23494446,1.906383254,0.11233735,0.114492674,S
9/27/2021,2487,2529.899902,2475.300049,2524.449951,2508.012939,7095022,2393.275,64.82231411,2393.275,2540.900367,2245.649633,71.93219273,67.37439411,4.557798617,0.118514139,0.112203446,L
9/28/2021,2534,2564.899902,2512.800049,2548.050049,2531.459473,8323269,2407.165002,65.67669697,2407.165002,2558.286741,2256.043264,75.96513248,69.09254179,6.872590696,0.123906723,0.111803598,L
9/29/2021,2570,2570,2520.050049,2527.850098,2511.390869,4485721,2420.650012,63.69183128,2420.650012,2563.700932,2277.599092,76.6477515,70.60358373,6.044167768,0.121976813,0.112153275,L
9/30/2021,2525,2534.600098,2500.350098,2519.25,2502.846924,6272085,2433.257507,63.18084476,2433.257507,2563.170304,2303.344711,75.62304061,71.60747511,4.015565505,0.117250942,0.112074982,L
10/1/2021,2501.949951,2539.800049,2495,2523.699951,2507.267822,4134544,2444.72251,74.88957153,2444.72251,2562.987881,2326.457139,74.31338526,72.14865714,2.164728123,0.112939195,0.112348928,L
10/4/2021,2553,2574.850098,2537.050049,2556.149902,2539.506348,5038910,2453.105005,78.01493855,2453.105005,2578.162115,2328.047894,75.0290259,72.72473089,2.304295012,0.113264333,0.113245081,L
10/5/2021,2555.100098,2612,2547.350098,2609.199951,2592.211182,6245770,2462.284998,80.5261874,2462.284998,2604.604321,2319.965675,78.96659412,73.97310354,4.993490585,0.119529135,0.115106881,L
10/6/2021,2619.949951,2619.949951,2551.100098,2559.850098,2543.182617,4734472,2468.232507,67.43019549,2468.232507,2616.602188,2319.862827,77.21493885,74.6214706,2.593468251,0.113937997,0.116342636,S
10/7/2021,2595,2598.75,2567.699951,2572.399902,2555.650879,2924370,2475.284998,75.7906794,2475.284998,2629.564444,2321.005551,75.96374101,74.88992468,1.073816326,0.110397786,0.116405441,S
10/8/2021,2585.25,2684.399902,2581.5,2671.25,2653.857178,7279003,2487.567493,80.93165153,2487.567493,2662.872761,2312.262224,82.00325204,76.31259015,5.690661889,0.121153279,0.117287034,L
10/11/2021,2701.399902,2720,2645.350098,2652.649902,2635.378174,6815737,2501.622485,77.19644959,2501.622485,2682.740649,2320.504321,84.31678418,77.91342896,6.403355226,0.122813583,0.117716979,L
10/12/2021,2645,2683,2641.25,2667.800049,2650.429688,3083747,2516.58999,76.65095183,2516.58999,2700.819558,2332.360423,86.3770643,79.60615603,6.770908269,0.123669842,0.117693291,L
10/13/2021,2679,2719.5,2669.300049,2694.949951,2677.402832,4596429,2532.422485,74.82746983,2532.422485,2720.986222,2343.858748,89.17269401,81.51946362,7.653230385,0.125725316,0.118068141,L
10/14/2021,2700.350098,2717.449951,2687.199951,2700.399902,2682.817383,3979730,2546.032483,76.4713007,2546.032483,2742.067807,2349.997159,90.78154308,83.37187951,7.409663563,0.125157898,0.118858837,L
10/18/2021,2668.600098,2745,2662.300049,2707.600098,2689.970459,6273850,2561.884985,74.31303273,2561.884985,2756.250376,2367.519595,91.58186447,85.0138765,6.567987966,0.123197115,0.119884628,L
10/19/2021,2723.800049,2751.350098,2708,2731.850098,2714.062744,4076617,2578.759985,74.35727871,2578.759985,2770.466964,2387.053006,93.09970187,86.63104158,6.468660288,0.122965719,0.120854767,L
10/20/2021,2742.75,2742.75,2691.5,2700.399902,2682.817383,5865926,2593.544983,72.20430748,2593.544983,2774.01069,2413.079276,90.7190779,87.44864884,3.270429058,0.115515058,0.120453359,S
10/21/2021,2727.399902,2728,2603.199951,2622.5,2605.424561,9613812,2603.144983,61.27552451,2603.144983,2766.729125,2439.560841,81.60584383,86.28008784,-4.674244008,0.097006994,0.118760259,S
10/22/2021,2620,2664.899902,2611.5,2627.399902,2610.29248,5089178,2610.019983,61.31354352,2610.019983,2764.890017,2455.149949,73.92673988,83.80941825,-9.882678371,0.084873324,0.116207813,S
10/25/2021,2680,2680,2570,2601.800049,2584.859375,7937067,2615.974988,55.05594772,2615.974988,2758.932759,2473.017217,65.0257244,80.05267948,-15.02695508,0.072889118,0.111381397,S
10/26/2021,2617.100098,2668.899902,2603.149902,2661.050049,2643.723633,4499706,2622.804993,55.66482127,2622.804993,2760.299368,2485.310618,62.03745616,76.44963481,-14.41217865,0.074321313,0.10653217,S
10/27/2021,2652,2676.800049,2619.949951,2627.399902,2610.29248,4567140,2626.772485,57.64224166,2626.772485,2759.687442,2493.857529,56.30489859,72.42068757,-16.11578898,0.070352549,0.10120044,S
10/28/2021,2620,2637.949951,2590.5,2598.600098,2581.680176,4562471,2630.309985,52.8590337,2630.309985,2755.692011,2504.92796,48.87450703,67.71145146,-18.83694443,0.064013293,0.095029238,S
10/29/2021,2596.149902,2596.149902,2501.699951,2536.25,2519.736084,6568539,2631.159985,33.99336765,2631.159985,2753.567079,2508.752892,37.52220375,61.67360192,-24.15139817,0.051632639,0.087676712,S
11/1/2021,2536.25,2556,2494.100098,2537.800049,2521.276123,7144532,2631.86499,35.80874691,2631.86499,2751.803647,2511.926333,28.32399621,55.00368078,-26.67968457,0.045742694,0.07993127,S
11/2/2021,2545,2548,2495.25,2500.800049,2484.51709,4877652,2629.097498,30.42203986,2629.097498,2758.567796,2499.6272,17.84307582,47.57155979,-29.72848397,0.038640152,0.071498713,S
11/3/2021,2506.050049,2520,2461,2483.600098,2467.428955,5533120,2622.817505,24.63091728,2622.817505,2767.627337,2478.007673,8.056112748,39.66847038,-31.61235763,0.034251443,0.063372352,S
11/4/2021,2492.949951,2504.899902,2490,2498.850098,2482.579834,787160,2619.767505,26.36334494,2619.767505,2772.513554,2467.021455,1.51298085,32.03737247,-30.52439162,0.03678599,0.057350251,S
11/8/2021,2519.399902,2520,2456.399902,2501.949951,2485.659424,9385607,2616.245007,25.64828107,2616.245007,2776.647833,2455.842182,-3.383364767,24.95322503,-28.33658979,0.041882735,0.053051193,S
11/9/2021,2505,2528.899902,2487.050049,2521.699951,2505.280762,7237470,2608.767505,24.84736442,2608.767505,2772.286712,2445.248297,-5.605477546,18.84148451,-24.44696206,0.050944087,0.05085669,L
11/10/2021,2516.699951,2558,2503.649902,2549.899902,2533.297119,4731975,2603.630005,31.84557564,2603.630005,2767.799285,2439.460724,-5.03300027,14.06658755,-19.09958782,0.063401434,0.049764702,L
11/11/2021,2540.050049,2570.5,2535.550049,2554.550049,2537.916992,4948422,2597.967505,40.04395608,2597.967505,2760.622868,2435.312142,-4.156170161,10.42203601,-14.57820617,0.073934532,0.0501229,L
11/12/2021,2562.899902,2598.75,2557,2593.100098,2576.216064,4020744,2592.875012,45.42547173,2592.875012,2748.991751,2436.758274,-0.346613659,8.268306077,-8.614919736,0.087826719,0.052504243,L
11/15/2021,2600,2602.199951,2570,2577.800049,2561.015625,2216708,2586.74502,46.70872277,2586.74502,2734.488174,2439.001866,1.421514891,6.89894784,-5.477432949,0.095135869,0.056854566,L
11/16/2021,2572.050049,2575,2495,2517.899902,2501.505615,5232292,2577.26001,30.40382601,2577.26001,2716.443781,2438.076239,-1.987758113,5.121606649,-7.109364763,0.091334089,0.061413705,L
11/17/2021,2498.949951,2498.949951,2461,2464,2447.956543,4708235,2563.867505,28.8067572,2563.867505,2691.485463,2436.249547,-8.935895719,2.310106176,-11.2460019,0.081697299,0.06571942,L
11/18/2021,2460,2489,2450.050049,2473.300049,2457.196045,3925345,2552.512512,32.88251843,2552.512512,2668.899148,2436.125877,-13.53587545,-0.85909015,-12.6767853,0.078364119,0.070130687,L
11/22/2021,2436.100098,2449,2351,2363.75,2348.359375,11133364,2539.575012,29.12634098,2539.575012,2678.539787,2400.610237,-25.72462844,-5.832197808,-19.89243063,0.061554412,0.07260753,S
11/23/2021,2333.050049,2401.25,2309,2385.850098,2370.31543,11688406,2527.497522,32.4841654,2527.497522,2675.983966,2379.011078,-33.21809229,-11.3093767,-21.90871559,0.056857235,0.07410498,S
11/24/2021,2380,2409.899902,2343.550049,2351.399902,2336.0896,7762564,2514.977515,32.67625299,2514.977515,2678.54534,2351.40969,-41.45864978,-17.33923132,-24.11941846,0.051707139,0.074181285,S
11/25/2021,2373,2502,2357.149902,2492.949951,2476.718018,19568487,2506.57251,50.84149437,2506.57251,2655.122487,2358.022532,-36.15072197,-21.10152945,-15.04919252,0.072837313,0.075124873,S
11/26/2021,2467.800049,2477.600098,2401.5,2412.600098,2396.891357,7274686,2495.83252,43.0516438,2495.83252,2638.545564,2353.119475,-37.98978991,-24.47918154,-13.51060837,0.076421628,0.075373582,L
11/29/2021,2439.100098,2500,2399.100098,2441.5,2425.603027,11226147,2487.977515,45.32447136,2487.977515,2624.011673,2351.943356,-36.69231774,-26.92180878,-9.770508961,0.085134636,0.075104374,L
11/30/2021,2468,2475.899902,2388.850098,2405.399902,2389.738037,14847511,2481.43501,41.2266178,2481.43501,2620.251723,2342.618296,-38.13741355,-29.16492973,-8.972483811,0.086993731,0.07429016,L
12/1/2021,2433,2474,2425.100098,2467,2450.937012,4663276,2477.895007,44.04626398,2477.895007,2614.248727,2341.541288,-33.92102878,-30.11614954,-3.804879237,0.099032283,0.07505998,L
12/2/2021,2469.699951,2496.199951,2461.600098,2482.850098,2466.684082,5870468,2476.99751,44.93215391,2476.99751,2612.952147,2341.042872,-28.96663371,-29.88624638,0.919612667,0.11003855,0.077894105,L
12/3/2021,2498.399902,2498.5,2400,2408.25,2392.56958,8871172,2473.230005,37.56809957,2473.230005,2612.548758,2333.911252,-30.70588603,-30.05017431,-0.655711724,0.106368644,0.080694557,L
12/6/2021,2416,2425,2357.149902,2362.600098,2347.216797,4768334,2466.417505,36.09461094,2466.417505,2613.566216,2319.268794,-35.3602111,-31.11218167,-4.248029437,0.097999911,0.084339107,L
12/7/2021,2376.149902,2404,2360,2381.850098,2366.341553,5185007,2460.412512,40.72156235,2460.412512,2611.212779,2309.612245,-37.06818418,-32.30338217,-4.764802012,0.096796028,0.088332986,L
12/8/2021,2424.100098,2431.800049,2406.300049,2418.100098,2402.355713,4035437,2455.23252,46.79246188,2455.23252,2604.27576,2306.189279,-35.09217239,-32.86114021,-2.231032173,0.102698747,0.093432147,L
12/9/2021,2435,2474.899902,2425,2456.449951,2440.455566,6098050,2450.560022,48.86843789,2450.560022,2592.811756,2308.308288,-30.08485667,-32.3058835,2.221026836,0.11307035,0.097455451,L
12/10/2021,2440.25,2466,2430.350098,2458.949951,2442.939209,3860176,2445.780017,57.46665995,2445.780017,2579.486992,2312.073042,-25.61946849,-30.9686005,5.349132009,0.120357644,0.101849053,L
12/13/2021,2473.5,2474.100098,2404,2409.649902,2393.960449,5954148,2436.607507,51.79026606,2436.607507,2551.625004,2321.59001,-25.76175268,-29.92723094,4.165478257,0.117600182,0.105095607,L
12/14/2021,2380,2406,2373.399902,2380.149902,2364.652344,5995586,2426.725,52.17885563,2426.725,2523.11971,2330.33029,-27.93292402,-29.52836956,1.595445532,0.111612984,0.107557532,L
12/15/2021,2384,2405,2361.100098,2373.199951,2357.747803,4322855,2419.490002,38.59849354,2419.490002,2508.51026,2330.469745,-29.87007232,-29.59671011,-0.273362209,0.107259373,0.108380241,S
12/16/2021,2405.699951,2415.5,2368.649902,2403.899902,2388.247803,4504829,2416.484998,49.08515289,2416.484998,2503.206803,2329.763192,-28.59838247,-29.39704458,0.798662111,0.109756782,0.108352065,L
12/17/2021,2398.050049,2408,2320,2340.449951,2325.210938,9714489,2409.842493,40.09410457,2409.842493,2498.569289,2321.115697,-32.33767133,-29.98516993,-2.352501399,0.10241577,0.107956777,S
12/20/2021,2317.850098,2317.850098,2247.100098,2277.350098,2262.521973,6611376,2405.522498,38.07840511,2405.522498,2510.604501,2300.440494,-39.93239963,-31.97461587,-7.957783764,0.089357596,0.107092546,S
12/21/2021,2311.350098,2346,2292.199951,2311.25,2296.200928,5924071,2401.792493,34.71089429,2401.792493,2514.811003,2288.773983,-42.72334958,-34.12436261,-8.598986964,0.087863837,0.106199326,S
12/22/2021,2324.899902,2371.899902,2322,2366.100098,2350.694092,8149415,2402.527502,39.35441931,2402.527502,2514.351002,2290.704003,-40.0476091,-35.30901191,-4.738597188,0.096857075,0.105615159,S
12/23/2021,2374,2380,2358.050049,2365.25,2349.849365,4186912,2396.142505,45.46986562,2396.142505,2500.565108,2291.719902,-37.5626623,-35.75974199,-1.802920316,0.103696085,0.104677733,S
12/24/2021,2370,2392,2337.550049,2372.800049,2357.350586,3639616,2394.152502,51.16837992,2394.152502,2498.771305,2289.5337,-34.58541903,-35.5248774,0.939458367,0.110084783,0.103650447,L
12/27/2021,2361.550049,2378,2348.100098,2370.25,2354.816895,1853948,2390.590002,48.61837739,2390.590002,2493.254414,2287.925591,-32.0621079,-34.8323235,2.770215593,0.114349751,0.103325404,L
12/28/2021,2375.600098,2404.850098,2373.050049,2398.399902,2382.783691,2941883,2390.240002,47.60745566,2390.240002,2492.739423,2287.740582,-27.47419837,-33.36069847,5.886500102,0.121609507,0.104325056,L
12/29/2021,2391,2419,2382.100098,2402.5,2386.856934,7118779,2387.015002,42.85336362,2387.015002,2483.210331,2290.819674,-23.23951273,-31.33646132,8.096948593,0.126759011,0.10627502,L
12/30/2021,2400,2404.949951,2345.600098,2359.100098,2343.739746,13537254,2380.827502,38.06622588,2380.827502,2466.401102,2295.253903,-23.11900177,-29.69296941,6.57396764,0.123211045,0.107620446,L
12/31/2021,2373,2383.899902,2360,2368.149902,2352.730713,4373768,2378.822498,44.51202816,2378.822498,2463.565852,2294.079143,-22.03919826,-28.16221518,6.123016921,0.122160502,0.109594919,L
1/3/2022,2365,2407.949951,2363.550049,2403.850098,2388.198242,2502073,2380.884998,53.08355557,2380.884998,2465.973135,2295.79686,-18.09416052,-26.14860425,8.054443728,0.126659991,0.113325159,L
1/4/2022,2415.899902,2461,2404,2458.100098,2442.095215,5006225,2384.697498,59.83551621,2384.697498,2476.533158,2292.861838,-10.4694824,-23.01277988,12.54329748,0.137117311,0.118250506,L
1/5/2022,2462,2477,2432.949951,2469.600098,2453.52002,5373618,2387.272498,57.96559307,2387.272498,2485.702917,2288.842078,-3.45904248,-19.1020324,15.64298992,0.144338415,0.12299864,L
1/6/2022,2451.199951,2454,2409,2416.5,2400.765869,6667483,2385.275,59.45778382,2385.275,2479.318134,2291.231866,-2.163018535,-15.71422963,13.55121109,0.139465366,0.126575568,L
1/7/2022,2430.949951,2458.050049,2411.550049,2436,2420.138916,6051239,2384.127502,72.12997841,2384.127502,2474.888286,2293.366718,0.43259018,-12.48486567,12.91745585,0.137988958,0.129365986,L
1/10/2022,2452,2457,2416.050049,2438,2422.125977,4267365,2385.545007,69.40742396,2385.545007,2478.834468,2292.255547,2.620801108,-9.463732312,12.08453342,0.136048566,0.131535867,L
1/11/2022,2436,2474.949951,2435,2455.550049,2439.561523,7478681,2389.315015,65.4623812,2389.315015,2487.644457,2290.985573,5.705348609,-6.429916127,12.13526474,0.13616675,0.132991592,L
1/12/2022,2471.300049,2524.949951,2465,2521.100098,2504.684814,6830402,2396.710022,72.0158231,2396.710022,2510.902948,2282.517096,13.2860624,-2.486720422,15.77278282,0.144640783,0.134779769,L
1/13/2022,2521.25,2541,2508.399902,2535.300049,2518.79248,5471871,2403.280029,72.53188517,2403.280029,2533.245464,2273.314595,20.20671958,2.051967579,18.154752,0.150189864,0.137477651,L
1/14/2022,2535,2567.300049,2525.850098,2539,2522.468262,9197773,2413.207532,73.32411887,2413.207532,2552.931698,2273.483365,25.69376367,6.780326797,18.91343687,0.151957311,0.140457332,L
1/17/2022,2538,2565,2537,2552.25,2535.631836,3708822,2426.952527,72.17818286,2426.952527,2564.47234,2289.432713,30.75690347,11.57564213,19.18126134,0.15258124,0.143049457,L
1/18/2022,2554.75,2562.350098,2515.75,2521.800049,2505.380371,2868235,2437.480029,65.98339559,2437.480029,2569.845538,2305.114521,31.94418894,15.64935149,16.29483745,0.145856971,0.143923423,L
1/19/2022,2530,2542,2509,2521.600098,2505.181641,4502155,2445.255029,74.62121212,2445.255029,2578.233113,2312.276946,32.49441152,19.0183635,13.47604802,0.139290265,0.143418608,S
1/20/2022,2500.050049,2509.949951,2455,2477.449951,2461.318848,7612203,2450.865027,64.96849443,2450.865027,2579.010773,2322.719281,29.03324184,21.02133917,8.011902677,0.126560886,0.14212816,S
1/21/2022,2452,2502.25,2452,2477.850098,2461.716553,6155759,2456.117529,61.21891056,2456.117529,2579.306392,2332.928667,26.02255663,22.02158266,4.000973968,0.117216949,0.140050959,S
1/24/2022,2475,2504.75,2355.100098,2377.899902,2362.416992,10092511,2456.500025,39.3208933,2456.500025,2578.609073,2334.390976,15.39396931,20.69605999,-5.302090681,0.09554435,0.136000537,S
1/25/2022,2349.550049,2388.649902,2305,2373.25,2357.797363,11311456,2455.242529,36.93204997,2455.242529,2580.351964,2330.133095,6.520366327,17.86092126,-11.34055493,0.081477027,0.130531565,S
1/27/2022,2336,2356.100098,2311.050049,2338.100098,2322.876465,9239426,2452.022534,38.82237551,2452.022534,2585.858229,2318.186839,-3.310173675,13.62670227,-16.93687595,0.068439729,0.122911459,S
1/28/2022,2365,2375.899902,2328.399902,2335.850098,2320.641113,6769154,2450.860034,34.98277956,2450.860034,2588.445526,2313.274543,-11.15392811,8.670576195,-19.8245043,0.061712654,0.114063738,S
1/31/2022,2360.199951,2406.399902,2356.199951,2386.600098,2371.060547,5604308,2451.782544,43.27578812,2451.782544,2587.264334,2316.300754,-13.12377642,4.311705672,-17.43548209,0.067278167,0.105595824,S
2/1/2022,2408,2420.600098,2347.100098,2378.699951,2363.211914,6092033,2450.525037,39.68594318,2450.525037,2588.327083,2312.722991,-15.14775732,0.419813074,-15.56757039,0.07162969,0.097500669,S
2/2/2022,2407,2407,2375.100098,2383.550049,2368.030273,4623163,2446.797534,27.94614435,2446.797534,2587.734288,2305.860781,-16.17397092,-2.898943724,-13.27502719,0.076970443,0.090612016,S
2/3/2022,2392,2401.449951,2347.199951,2352.75,2337.430908,4417864,2440.955029,22.21041195,2440.955029,2587.488542,2294.421516,-19.25064963,-6.169284906,-13.08136473,0.077421603,0.08442515,S
2/4/2022,2341,2348.449951,2321.100098,2331.300049,2316.120605,5104761,2436.695032,20.00293379,2436.695032,2590.971304,2282.418759,-23.15287948,-9.56600382,-13.58687566,0.076243955,0.079393457,S
2/7/2022,2342,2356.800049,2305,2317.100098,2302.012939,4944725,2430.750037,16.13140768,2430.750037,2594.039354,2267.46072,-27.07909121,-13.0686213,-14.01046991,0.075257141,0.075197476,L
2/8/2022,2330.649902,2360,2310,2356.050049,2340.709717,5566080,2426.652539,26.69762164,2426.652539,2593.255055,2260.050023,-26.73947079,-15.8027912,-10.93667959,0.082417903,0.073884831,L
2/9/2022,2371.149902,2387.199951,2358,2383.5,2367.980713,5300891,2423.050037,31.96657657,2423.050037,2590.136782,2255.963292,-23.97892342,-17.43801764,-6.540905781,0.092658382,0.075002967,L
2/10/2022,2395.699951,2395.699951,2365.100098,2381.050049,2365.546631,5752361,2416.047534,35.87341052,2416.047534,2577.475302,2254.619766,-21.73827501,-18.29806912,-3.440205897,0.099881833,0.078147177,L
2/11/2022,2373.25,2384.5,2344.100098,2376.399902,2360.926758,7357863,2408.102527,35.31623412,2408.102527,2560.188514,2256.01654,-20.10600351,-18.65965599,-1.446347517,0.104526764,0.082428588,L
2/14/2022,2340.25,2354.949951,2313,2338.550049,2323.323486,4947109,2398.080029,43.05631314,2398.080029,2539.919516,2256.240543,-21.61739157,-19.25120311,-2.366188457,0.102383885,0.08593916,L
2/15/2022,2351.199951,2423.899902,2335.699951,2417.949951,2402.206299,5174646,2391.365027,56.24126911,2391.365027,2513.871481,2268.858573,-16.22128015,-18.64521852,2.423938367,0.113543057,0.090130496,L
2/16/2022,2430,2433,2395.949951,2412.949951,2397.239014,4796294,2385.922522,61.41177987,2385.922522,2492.690737,2279.154308,-12.20756004,-17.35768682,5.150126785,0.119894038,0.094422856,L
2/17/2022,2420.100098,2454.899902,2410,2443.5,2427.589844,5931774,2382.017517,65.10875818,2382.017517,2472.337621,2291.697414,-6.486749085,-15.18349927,8.696750189,0.12815632,0.099496328,L
2/18/2022,2444.399902,2456.399902,2420.149902,2424.399902,2408.614258,3126873,2379.365015,55.82251888,2379.365015,2460.537187,2298.192843,-3.454363718,-12.83767216,9.383308444,0.12975574,0.104847506,L
2/21/2022,2412,2437.5,2384.600098,2399.899902,2384.273682,5125968,2375.467505,53.10667556,2375.467505,2443.082413,2307.852596,-2.993613203,-10.86886037,7.875247167,0.126242531,0.109946045,L
2/22/2022,2352.899902,2395.899902,2347.149902,2389,2373.444824,6227901,2376.02251,50.78473072,2376.02251,2443.903189,2308.14183,-3.468018934,-9.388692083,5.920673149,0.121689118,0.113873167,L
2/23/2022,2401.100098,2406.550049,2368,2374.050049,2358.592285,3373615,2376.062512,53.21364983,2376.062512,2443.937255,2308.187769,-4.992771437,-8.509507954,3.516736517,0.11608886,0.116216214,S
